year,reference_period_desc,prodn_practice_desc,state,state_abbr,state_fips,county,county_fips,agg_level,commodity,class,util_practice_desc,statistic_category,description,unit,value,coeff_variation_pct
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,CANYON,027,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,401000,18.4
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,CANYON,027,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,456000,7.80
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,WASHINGTON,087,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,44300,9.5
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,WASHINGTON,087,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,24200,65.20
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,CAMAS,025,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,200000,35.9
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,CASSIA,031,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,1884000,4.1
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,CASSIA,031,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,1189000,7.00
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,GOODING,047,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,131000,4.8
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,GOODING,047,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,108000,5.20
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,LINCOLN,063,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,208000,21.0
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,LINCOLN,063,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,230000,31.10
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,MINIDOKA,067,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,764000,7.2
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,MINIDOKA,067,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,1156000,6.40
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,TWIN FALLS,083,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,270000,5.3
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,TWIN FALLS,083,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,381000,12.8
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,TWIN FALLS,083,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,180000,7.80
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,BANNOCK,005,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,695000,7.2
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,BINGHAM,011,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,5500000,3.3
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,BINGHAM,011,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,4133000,22.4
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,BINGHAM,011,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,4575000,5.20
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,BONNEVILLE,019,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,1820000,19.1
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,BONNEVILLE,019,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,2011000,27.1
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,BONNEVILLE,019,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,3184000,24.90
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,BUTTE,023,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,507000,7.1
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,CARIBOU,029,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,749000,13.9
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,CARIBOU,029,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,684000,16.4
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,CARIBOU,029,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,759000,25.20
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,CLARK,033,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,570000,6.2
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,FRANKLIN,041,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,157000,37.4
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,FRANKLIN,041,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,192000,14.8
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,JEFFERSON,051,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,2147000,12.7
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,JEFFERSON,051,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,2145000,8.1
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,JEFFERSON,051,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,2590000,7.90
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,MADISON,065,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,5242000,3.0
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,MADISON,065,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,4289000,8.2
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,MADISON,065,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,4031000,10.50
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,POWER,077,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,2821000,15.3
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,OTHER COUNTIES,,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,5401000,3.0
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,OTHER COUNTIES,,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,13312700,4.0
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,OTHER COUNTIES,,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,8291100,7.10
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BECKER,005,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,1321000,6.1
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BECKER,005,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,1428000,5.8
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BECKER,005,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,1156000,5.70
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CLAY,027,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,3461000,5.9
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CLAY,027,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,4227000,4.5
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CLAY,027,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,3263000,8.40
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KITTSON,069,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,7995000,3.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KITTSON,069,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,6028000,3.70
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MAHNOMEN,087,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,1767000,3.1
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MAHNOMEN,087,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,2158000,3.9
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MARSHALL,089,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,14996000,2.9
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MARSHALL,089,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,11414000,2.8
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,MARSHALL,089,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,10296000,5.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,NORMAN,107,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,6378000,3.3
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,NORMAN,107,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,5658000,3.2
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,NORMAN,107,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,4072000,4.90
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,PENNINGTON,113,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,2998000,5.70
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POLK,119,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,16305000,3.2
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POLK,119,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,17262000,2.9
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POLK,119,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,11377000,3.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,RED LAKE,125,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,3620000,6.4
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,RED LAKE,125,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,3612000,4.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,RED LAKE,125,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,2414000,5.80
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,ROSEAU,135,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,6243000,6.0
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,ROSEAU,135,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,4159000,5.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BELTRAMI,007,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,698000,11.3
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BELTRAMI,007,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,553000,4.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BELTRAMI,007,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,447000,12.00
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KOOCHICHING,071,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,74700,18.7
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,KOOCHICHING,071,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,47400,27.80
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,LAKE OF THE WOODS,077,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,586000,3.8
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,LAKE OF THE WOODS,077,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,453000,5.8
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BIG STONE,011,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,139000,15.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BIG STONE,011,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,80300,7.4
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,BIG STONE,011,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,243000,4.80
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CHIPPEWA,023,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,50900,11.5
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CHIPPEWA,023,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,60100,8.5
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,CHIPPEWA,023,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,33600,16.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,DOUGLAS,041,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,261000,8.3
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,DOUGLAS,041,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,301000,9.1
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,DOUGLAS,041,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,163000,18.40
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,GRANT,051,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,446000,9.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,LAC QUI PARLE,073,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,76600,8.9
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,LAC QUI PARLE,073,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,43600,3.20
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,OTTER TAIL,111,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,851000,8.3
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,OTTER TAIL,111,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,1002000,6.4
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,OTTER TAIL,111,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,860000,5.50
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POPE,121,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,154000,4.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,POPE,121,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,192000,10.5
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,STEVENS,149,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,226000,6.6
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,STEVENS,149,COUNTY,WHEAT,"SPRING, (EXCL DURUM)",ALL UTILIZATION PRACTICES,PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,165000,8.7
