year,state,state_abbr,state_fips,county,county_fips,agg_level,commodity,class,statistic_category,description,unit,value,coeff_variation_pct
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,2800000,
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,2600000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,2700000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,2750000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,3050000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,2900000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,2600000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,2900000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5100000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5100000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5000000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5050000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5350000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5400000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5600000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5300000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5550000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5600000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5200000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5300000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5400000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5200000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5500000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5950000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,5600000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,680000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,660000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,660000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,660000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,660000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,680000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,720000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,850000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,740000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,750000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,730000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,750000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,770000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,730000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,720000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,730000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,750000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,475000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,460000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,475000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,500000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,495000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,495000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,490000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,475000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,500000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,450000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,440000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,475000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,470000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,490000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,580000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,560000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA PLANTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",ACRES,580000,
2025,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,420000,
2025,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,400000,
2025,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,380000,
2025,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,380000,
2024,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,435000,
2024,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,440000,
2024,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,440000,
2024,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,440000,
2023,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,395000,
2023,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,375000,
2023,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,375000,
2023,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,375000,
2022,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,360000,
2022,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,450000,
2022,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,450000,
2022,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,450000,
2021,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,485000,
2021,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,495000,
2021,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,495000,
2021,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,495000,
2025,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1100000,
2025,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1100000,
2025,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1160000,
2025,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1160000,
2024,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1180000,
2024,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1180000,
2024,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1500000,
2024,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1500000,
2023,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1260000,
2023,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1220000,
2023,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1100000,
2023,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1100000,
2022,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1210000,
2022,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1160000,
2022,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1160000,
2022,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1160000,
2021,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1160000,
2021,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1180000,
2021,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1180000,
2021,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1180000,
2025,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,1950000,
2025,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2110000,
2025,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2210000,
2025,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2210000,
2024,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2390000,
2024,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2330000,
2024,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2330000,
2024,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2330000,
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2630000,
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2550000,
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2550000,
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2550000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2440000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2650000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2650000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2650000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2180000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2550000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2550000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,2550000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5030000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5000000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,4900000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,4900000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5260000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5260000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5460000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5460000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5490000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5430000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5430000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5430000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5260000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5250000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5250000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5250000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5210000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5750000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5750000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,5750000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,640000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,630000,
