year,state,state_abbr,state_fips,county,county_fips,agg_level,commodity,class,statistic_category,description,unit,value,coeff_variation_pct
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,630000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,630000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,635000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,630000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,670000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,670000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,650000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,700000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,700000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,700000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,710000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,730000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,730000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,730000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,580000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,700000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,700000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,700000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,470000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,450000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,465000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,465000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,490000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,490000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,485000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,485000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,490000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,485000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,440000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,440000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,470000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,465000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,465000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,465000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,540000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,540000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,540000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",AREA HARVESTED,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",ACRES,540000,
2025,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,186984000,
2024,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,220676000,
2023,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,227702000,
2022,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,239112000,
2021,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,216635000,
2025,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,379500000,
2024,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,457498000,
2023,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,559339000,
2022,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,675362000,
2021,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,496666000,
2025,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,311025000,
2024,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,382782000,
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,573603000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,550830000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,329463000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,1397083000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,1722387000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,1855867000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,2298620000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,1539399000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,163200000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,171755000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,190619000,
2022,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,296837000,
2021,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,148689000,
2025,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,101661000,
2024,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,113778000,
2023,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,117492000,
2022,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,177500000,
2021,WASHINGTON,WA,53,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN $",$,144990000,
2025,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,35280000,
2025,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,33600000,
2025,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,30020000,
2024,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,38715000,
2024,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,38280000,
2024,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,38280000,
2023,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,32390000,
2023,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,30000000,
2023,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,31500000,
2022,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,29160000,
2022,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,42300000,
2022,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,41400000,
2021,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,30555000,
2021,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,34650000,
2021,IDAHO,ID,16,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,35145000,
2025,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,75900000,
2025,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,74800000,
2025,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,80040000,
2024,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,80830000,
2024,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,79060000,
2024,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,94500000,
2023,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,78120000,
2023,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,61000000,
2023,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,59400000,
2022,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,73810000,
2022,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,64960000,
2022,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,61480000,
2021,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,55680000,
2021,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,49560000,
2021,MINNESOTA,MN,27,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,47200000,
2025,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,56550000,
2025,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,52750000,
2025,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,53040000,
2024,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,62140000,
2024,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,76890000,
2024,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,81550000,
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,78900000,
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,71400000,
2023,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,86700000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,61000000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,74200000,
2022,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,74200000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,37060000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,51000000,
2021,MONTANA,MT,30,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,63750000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,276650000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,275000000,
2025,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,289100000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,310340000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,294560000,
2024,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,305760000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,266265000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,244350000,
2023,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,255210000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,263000000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,273000000,
2022,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,267750000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,174535000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,172500000,
2021,NORTH DAKOTA,ND,38,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,161000000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,32640000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,28980000,
2025,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,29610000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,31115000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,31500000,
2024,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,33500000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,27950000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,21000000,
2023,SOUTH DAKOTA,SD,46,,,STATE,WHEAT,"SPRING, (EXCL DURUM)",PRODUCTION,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU",BU,23800000,
